,challenge_ID,programming_language,challenge_series_ID,total_submissions,publish_date,author_ID,author_gender,author_org_ID,category_id
4166,CI27662,1,SI2694,405.0,15-10-2004,AI566297,M,AOI100201,92.0
4167,CI27663,1,SI2694,185.0,18-10-2004,AI566297,M,AOI100201,92.0
4168,CI27664,1,SI2694,153.0,20-10-2004,AI566297,M,AOI100201,92.0
4169,CI27665,1,SI2694,138.0,22-10-2004,AI566297,M,AOI100201,92.0
4170,CI27666,1,SI2694,670.0,27-10-2004,AI566296,M,,92.0
4171,CI27667,1,SI2694,430.0,29-10-2004,AI566296,M,,92.0
4172,CI27668,1,SI2694,314.0,01-11-2004,AI566296,M,,92.0
4173,CI27669,1,SI2694,1379.0,03-11-2004,AI566296,M,,92.0
4174,CI27670,1,SI2694,524.0,05-11-2004,AI566296,M,,92.0
4175,CI27671,1,SI2694,230.0,08-11-2004,AI566296,M,,92.0
4176,CI27672,1,SI2694,153.0,10-11-2004,AI566297,M,AOI100201,92.0
4177,CI27673,1,SI2694,444.0,15-11-2004,AI566297,M,AOI100201,92.0
4178,CI27674,1,SI2694,248.0,17-11-2008,AI566297,M,AOI100201,92.0
4179,CI27675,1,SI2694,248.0,19-11-2004,AI566299,M,,92.0
4180,CI27676,1,SI2694,221.0,22-11-2004,AI566296,M,,92.0
4181,CI27677,1,SI2694,108.0,24-11-2004,AI566296,M,,92.0
4182,CI27678,1,SI2694,192.0,29-11-2004,AI566296,M,,92.0
4183,CI27679,1,SI2694,159.0,01-12-2004,AI566296,M,,92.0
4184,CI27680,1,SI2694,135.0,03-12-2004,AI566297,M,AOI100201,92.0
4185,CI27681,1,SI2694,147.0,06-12-2004,AI566297,M,AOI100201,92.0
4186,CI27682,1,SI2694,210.0,08-12-2004,AI566296,M,,92.0
4187,CI27683,1,SI2716,175.0,04-09-2008,AI566300,,,69.0
4188,CI27684,1,SI2606,224.0,13-10-2008,AI566301,M,AOI100655,29.0
4189,CI27685,1,SI2606,708.0,20-10-2008,AI566302,F,AOI101381,29.0
4190,CI27686,1,SI2606,216.0,27-10-2008,AI566303,M,AOI100934,29.0
4191,CI27687,1,SI2606,229.0,27-10-2008,AI566304,M,AOI100934,29.0
4192,CI27688,1,SI2606,74.0,03-11-2008,AI564549,M,AOI100564,29.0
4193,CI27689,1,SI2606,202.0,10-11-2008,AI566305,M,AOI100934,29.0
4194,CI27690,1,SI2606,155.0,10-11-2008,AI564813,M,AOI100694,29.0
4195,CI27691,1,SI2606,296.0,17-11-2008,AI566306,F,AOI100655,29.0
4196,CI27692,1,SI2606,373.0,24-11-2008,AI564345,M,AOI100173,29.0
4197,CI27693,1,,92.0,29-12-2008,AI566307,M,AOI101386,28.0
4199,CI27695,1,SI2695,48.0,03-07-2003,AI566308,M,,23.0
4200,CI27696,1,SI2695,215.0,03-07-2003,AI566309,M,,102.0
4201,CI27697,1,SI2695,175.0,03-07-2003,AI566310,F,,23.0
4202,CI27698,1,SI2695,172.0,03-07-2003,AI565489,M,AOI100494,23.0
4203,CI27699,1,SI2695,78.0,03-07-2003,AI566311,M,AOI100201,23.0
4204,CI27700,1,SI2695,81.0,03-07-2003,AI566312,M,AOI100418,23.0
4206,CI27702,1,SI2695,37.0,03-07-2003,AI566313,F,,23.0
4207,CI27708,3,SI2739,27.0,14-04-2008,AI566314,M,AOI101353,69.0
4208,CI27709,1,SI2717,82.0,20-01-2009,AI566315,M,AOI100452,23.0
4210,CI27711,1,SI2717,82.0,20-01-2009,AI566317,M,AOI101387,23.0
4211,CI27712,1,SI2717,69.0,20-01-2009,AI566318,M,AOI101388,23.0
4212,CI27713,1,SI2741,77.0,27-01-2009,AI566319,M,AOI101389,39.0
4213,CI27714,1,SI2741,102.0,27-01-2009,AI566320,F,AOI100384,150.0
4214,CI27715,1,SI2741,153.0,27-01-2009,AI565376,M,AOI100011,29.0
4215,CI27716,1,SI2716,629.0,04-12-2008,AI566321,,,69.0
4216,CI27717,1,SI2716,791.0,10-07-2008,AI566322,M,AOI100329,69.0
4217,CI27718,1,SI2716,72.0,03-07-2008,AI566323,,,69.0
4218,CI27719,1,SI2716,656.0,12-06-2008,AI566324,M,AOI101390,197.0
4219,CI27720,1,SI2716,371.0,04-06-2008,AI566325,M,AOI100106,28.0
4220,CI27721,1,SI2716,258.0,15-05-2008,AI566326,M,AOI101353,192.0
4221,CI27722,1,SI2716,305.0,04-04-2008,AI566327,,,194.0
4222,CI27723,1,SI2716,105.0,08-04-2008,AI566328,F,AOI100329,192.0
4223,CI27724,1,SI2716,116.0,13-03-2008,AI566329,M,AOI101353,192.0
4224,CI27725,1,SI2716,258.0,28-03-2008,AI566330,F,AOI101391,28.0
4225,CI27726,1,SI2716,82.0,21-02-2008,AI566331,M,AOI101353,192.0
4226,CI27727,1,SI2718,217.0,22-08-2008,AI566332,M,AOI101392,198.0
4227,CI27728,1,SI2718,184.0,22-08-2008,AI566333,M,AOI100303,198.0
4228,CI27729,1,SI2718,46.0,22-08-2008,AI566334,M,AOI100164,198.0
4229,CI27730,1,SI2718,241.0,22-08-2008,AI566335,,,198.0
4230,CI27731,1,SI2718,235.0,22-08-2008,AI566336,,,198.0
4231,CI27732,1,SI2718,100.0,22-08-2008,AI566337,,,198.0
4232,CI27733,1,SI2718,188.0,22-08-2008,AI566338,,,198.0
4233,CI27734,1,SI2718,134.0,22-08-2008,AI566339,,,198.0
4234,CI27735,1,SI2718,49.0,21-08-2008,AI566340,M,AOI101393,198.0
4235,CI27736,1,SI2718,73.0,21-08-2008,AI566341,,,198.0
4236,CI27737,1,SI2718,58.0,21-08-2008,AI566342,,,198.0
4237,CI27738,1,SI2718,159.0,21-08-2008,AI566343,,,198.0
4238,CI27739,1,SI2718,146.0,21-08-2008,AI566344,,,198.0
4239,CI27740,1,SI2718,600.0,21-08-2008,AI566345,,,198.0
4240,CI27741,1,SI2718,132.0,21-08-2008,AI566346,,,198.0
4241,CI27742,1,SI2718,130.0,18-08-2008,AI566347,,,198.0
4242,CI27743,1,SI2718,71.0,19-08-2008,AI566348,,,198.0
4243,CI27744,1,SI2718,361.0,19-08-2008,AI566349,,,198.0
4244,CI27745,1,SI2718,92.0,19-08-2008,AI566350,,,198.0
4245,CI27746,1,SI2718,112.0,19-08-2008,AI566351,,,198.0
4246,CI27747,1,SI2718,222.0,19-08-2008,AI566352,,,198.0
4247,CI27748,1,SI2718,117.0,20-08-2008,AI566353,,,198.0
4248,CI27749,1,SI2718,2505.0,20-08-2008,AI566354,,,198.0
4249,CI27750,1,SI2718,101.0,20-08-2008,AI566355,,,198.0
4250,CI27751,1,SI2718,174.0,21-08-2008,AI566356,M,AOI100249,198.0
4251,CI27752,1,SI2718,121.0,18-08-2008,AI566357,M,AOI101394,198.0
4252,CI27753,1,SI2693,24.0,06-11-2006,AI566358,M,AOI100201,22.0
4253,CI27754,1,SI2718,136.0,20-08-2008,AI566359,,,198.0
4254,CI27755,1,SI2718,86.0,19-08-2008,AI566360,,,198.0
4255,CI27756,1,SI2718,94.0,19-08-2008,AI566361,,,198.0
4256,CI27757,1,SI2718,37.0,19-08-2008,AI566362,,,198.0
4257,CI27758,1,SI2718,68.0,19-08-2008,AI566363,,,198.0
4258,CI27759,1,SI2718,113.0,22-08-2008,AI566364,,,198.0
4259,CI27760,1,SI2692,737.0,07-03-2007,AI566365,F,,43.0
4260,CI27764,3,SI2739,37.0,17-04-2008,AI566366,,,192.0
4263,CI27767,3,SI2739,171.0,16-04-2008,AI566367,M,AOI101395,192.0
4264,CI27768,3,SI2739,26.0,15-04-2008,AI566368,M,AOI101353,192.0
4265,CI27769,3,SI2739,69.0,15-04-2008,AI566369,F,AOI101396,192.0
4266,CI27770,3,SI2739,17.0,14-04-2008,AI566370,M,AOI101353,192.0
4267,CI27778,1,SI2699,353.0,01-09-2004,AI566371,M,AOI100201,70.0
4268,CI27779,1,SI2699,872.0,01-09-2004,AI566371,M,AOI100201,70.0
4269,CI27780,1,SI2699,881.0,01-09-2004,AI566371,M,AOI100201,70.0
4270,CI27781,1,SI2699,880.0,01-09-2004,AI566371,M,AOI100201,70.0
4271,CI27782,1,SI2699,425.0,01-09-2004,AI566371,M,AOI100201,70.0
4272,CI27783,1,SI2699,513.0,17-09-2004,AI566371,M,AOI100201,70.0
4273,CI27784,1,SI2699,776.0,01-09-2004,AI566371,M,AOI100201,70.0
4274,CI27785,1,SI2699,404.0,22-09-2004,AI566371,M,AOI100201,70.0
4275,CI27786,1,SI2699,558.0,24-09-2004,AI566371,M,AOI100201,70.0
4276,CI27787,1,SI2699,666.0,29-09-2004,AI566371,M,AOI100201,70.0
4277,CI27788,1,SI2699,765.0,01-10-2004,AI566371,M,AOI100201,70.0
4278,CI27789,1,SI2699,453.0,04-10-2004,AI566371,M,AOI100201,70.0
4279,CI27790,1,SI2699,865.0,06-10-2004,AI566371,M,AOI100201,70.0
4280,CI27791,1,SI2699,542.0,08-10-2004,AI566371,M,AOI100201,70.0
4281,CI27792,1,SI2699,760.0,13-10-2004,AI566371,M,AOI100201,70.0
4282,CI27793,1,SI2699,564.0,15-10-2004,AI566371,M,AOI100201,70.0
4283,CI27794,1,SI2699,472.0,18-10-2004,AI566371,M,AOI100201,70.0
4284,CI27795,1,SI2699,812.0,20-10-2004,AI566371,M,AOI100201,70.0
4285,CI27796,1,SI2699,902.0,22-10-2004,AI566371,M,AOI100201,70.0
4286,CI27797,1,SI2699,518.0,25-10-2004,AI566371,M,AOI100201,70.0
4287,CI27798,1,SI2699,214.0,29-10-2004,AI566371,M,AOI100201,70.0
4288,CI27799,1,SI2699,183.0,01-11-2004,AI566371,M,AOI100201,70.0
4289,CI27800,1,SI2699,1005.0,03-11-2004,AI566371,M,AOI100201,70.0
4290,CI27801,1,SI2699,855.0,05-11-2004,AI566371,M,AOI100201,70.0
4291,CI27802,1,SI2699,818.0,08-11-2004,AI566371,M,AOI100201,70.0
4292,CI27803,1,SI2699,385.0,10-11-2004,AI566371,M,AOI100201,70.0
4293,CI27804,1,SI2699,764.0,12-11-2004,AI566371,M,AOI100201,70.0
4294,CI27805,1,SI2699,4735.0,15-11-2004,AI566371,M,AOI100201,70.0
4295,CI27806,1,SI2699,536.0,19-11-2004,AI566371,M,AOI100201,70.0
4296,CI27807,1,SI2699,349.0,22-11-2004,AI566371,M,AOI100201,70.0
4297,CI27808,1,SI2699,1877.0,22-11-2004,AI566371,M,AOI100201,70.0
4298,CI27809,1,SI2699,348.0,03-12-2004,AI566371,M,AOI100201,70.0
4299,CI27810,1,SI2699,492.0,06-12-2004,AI566371,M,AOI100201,70.0
4300,CI27811,1,SI2699,156.0,08-12-2004,AI566371,M,AOI100201,70.0
4301,CI27812,3,SI2743,18.0,16-10-2008,AI566372,,,192.0
4303,CI27814,3,SI2743,18.0,14-10-2008,AI566374,,,192.0
4305,CI27816,1,SI2709,1408.0,04-04-2007,AI566376,,,199.0
4306,CI27817,1,SI2744,46.0,10-12-2008,AI564265,F,AOI100411,
4307,CI27818,1,SI2708,297.0,03-10-2008,AI566377,F,AOI100584,97.0
4308,CI27819,1,SI2708,250.0,03-10-2008,AI566378,F,AOI101397,97.0
4309,CI27820,1,SI2708,39.0,03-10-2008,AI566379,M,AOI101398,97.0
4310,CI27821,1,SI2708,47.0,03-10-2008,AI564265,F,AOI100411,97.0
4311,CI27822,3,SI2745,37.0,08-05-2008,AI566326,M,AOI101353,192.0
4312,CI27823,3,SI2745,54.0,12-06-2008,AI566380,,,192.0
4313,CI27824,3,SI2745,22.0,15-05-2008,AI566381,M,AOI101399,192.0
4314,CI27825,2,SI2742,53.0,31-01-2009,AI564275,M,AOI100013,
4315,CI27826,1,SI2746,66.0,11-06-2008,AI566382,,,200.0
4316,CI27827,1,SI2746,81.0,11-06-2008,AI566383,,,200.0
4319,CI27830,2,SI2742,130.0,30-01-2009,AI565634,M,AOI101154,
4320,CI27831,2,SI2742,283.0,30-01-2009,AI565634,M,AOI101154,
4321,CI27832,2,SI2742,50.0,30-01-2009,AI564275,M,AOI100013,
4322,CI27833,1,SI2706,42.0,26-02-2008,AI566386,F,AOI101400,
4323,CI27834,3,SI2747,65.0,04-12-2008,AI566387,F,AOI101401,23.0
4324,CI27835,1,SI2747,88.0,04-12-2008,AI566388,M,AOI101402,23.0
4325,CI27836,3,SI2747,15.0,04-12-2008,AI566389,F,AOI101403,23.0
4326,CI27837,1,SI2747,67.0,04-12-2008,AI566390,M,AOI101404,202.0
4327,CI27838,1,SI2747,222.0,04-12-2008,AI566391,F,AOI101405,202.0
4328,CI27839,1,SI2747,112.0,04-12-2008,AI566392,M,AOI100869,23.0
4329,CI27840,1,SI2747,45.0,04-12-2008,AI566393,M,AOI101406,202.0
4330,CI27841,1,SI2747,104.0,04-12-2008,AI566394,F,AOI101407,23.0
4331,CI27842,1,SI2747,25.0,04-12-2008,AI566392,M,AOI100869,23.0
4332,CI27843,1,SI2747,71.0,04-12-2008,AI566395,M,AOI100533,23.0
4333,CI27844,1,SI2747,44.0,05-12-2008,AI566396,M,AOI101408,23.0
4334,CI27845,1,SI2747,61.0,05-12-2008,AI566397,M,AOI101409,23.0
4337,CI27848,1,SI2747,31.0,05-12-2008,AI566400,M,AOI101412,23.0
4338,CI27849,1,SI2727,58.0,24-09-2008,AI565185,M,AOI100922,166.0
4339,CI27850,1,SI2727,39.0,09-12-2008,AI565185,M,AOI100922,27.0
4340,CI27851,2,SI2604,110.0,01-12-2008,AI566401,M,,22.0
4341,CI27852,2,SI2604,178.0,08-12-2008,AI566402,M,,22.0
4343,CI27854,2,SI2717,143.0,24-11-2008,AI566178,M,AOI101355,23.0
4344,CI27855,1,SI2747,35.0,05-12-2008,AI566403,M,AOI101413,23.0
4345,CI27856,1,SI2747,36.0,05-12-2008,AI566404,M,AOI101414,23.0
4346,CI27857,1,SI2747,26.0,05-12-2008,AI566405,M,AOI101415,23.0
4347,CI27858,3,SI2747,133.0,05-12-2008,AI566406,F,AOI101416,23.0
4348,CI27859,1,SI2747,57.0,05-12-2008,AI566400,M,AOI101412,23.0
4349,CI27860,3,SI2747,16.0,05-12-2008,AI566407,M,AOI101401,202.0
4350,CI27861,1,SI2747,85.0,05-12-2008,AI566408,M,AOI101417,202.0
4351,CI27862,1,SI2747,7.0,04-12-2008,AI566393,M,AOI101406,23.0
4352,CI27863,1,SI2747,228.0,04-12-2008,AI566409,M,AOI101418,23.0
4353,CI27864,1,SI2747,63.0,04-12-2008,AI566410,M,AOI101419,23.0
4354,CI27865,1,SI2747,44.0,04-12-2008,AI566411,F,AOI101420,23.0
4355,CI27866,1,SI2747,30.0,04-12-2008,AI566412,F,AOI101421,23.0
4356,CI27867,1,SI2747,16.0,04-12-2008,,,,23.0
4357,CI27868,1,SI2750,176.0,06-02-2009,AI566413,M,AOI101422,165.0
4358,CI27869,1,SI2750,53.0,06-02-2009,AI566414,M,AOI101423,165.0
4359,CI27870,2,SI2750,85.0,06-02-2009,AI566415,F,AOI100026,165.0
4360,CI27871,2,SI2750,124.0,06-02-2009,AI566416,F,AOI101424,165.0
4361,CI27872,2,SI2750,108.0,06-02-2009,AI566417,F,AOI101425,165.0
4362,CI27873,2,SI2750,257.0,06-02-2009,AI566418,M,AOI100001,165.0
4363,CI27874,2,SI2750,210.0,06-02-2009,AI564515,M,AOI100505,165.0
4364,CI27875,2,SI2750,33.0,06-02-2009,AI564917,M,AOI100014,165.0
4365,CI27876,2,SI2750,55.0,06-02-2009,AI566418,M,AOI100001,165.0
4366,CI27900,1,SI2696,972.0,03-09-2003,AI566419,M,AOI100201,224.0
4367,CI27901,1,SI2696,253.0,08-09-2003,AI566419,M,AOI100201,224.0
4368,CI27902,1,SI2696,134.0,10-09-2003,AI566419,M,AOI100201,224.0
4369,CI27903,2,SI2447,286.0,04-02-2009,AI563576,M,AOI100001,96.0
4370,CI27904,1,SI2696,256.0,15-09-2003,AI566419,M,AOI100201,224.0
4371,CI27905,1,SI2696,138.0,17-09-2003,AI566419,M,AOI100201,224.0
4372,CI27906,1,SI2696,110.0,24-09-2003,AI566419,M,AOI100201,224.0
4373,CI27907,1,SI2696,56.0,29-09-2003,AI566419,M,AOI100201,224.0
4374,CI27908,1,SI2696,486.0,01-10-2003,AI566419,M,AOI100201,224.0
4375,CI27909,1,SI2696,248.0,08-10-2003,AI566419,M,AOI100201,224.0
4376,CI27910,1,SI2696,100.0,15-10-2003,AI566419,M,AOI100201,224.0
4377,CI27911,1,SI2696,168.0,20-10-2003,AI566419,M,AOI100201,224.0
4378,CI27912,1,SI2696,618.0,22-10-2003,AI566419,M,AOI100201,224.0
4379,CI27913,1,SI2696,266.0,27-10-2003,AI566419,M,AOI100201,224.0
4380,CI27914,1,SI2696,291.0,29-10-2003,AI566419,M,AOI100201,224.0
4381,CI27915,1,SI2740,408.0,26-01-2009,AI563965,M,AOI100112,61.0
4382,CI27916,1,SI2740,339.0,27-01-2009,AI564580,M,AOI100210,37.0
4383,CI27917,1,SI2740,201.0,28-01-2009,AI563723,M,AOI100107,29.0
4384,CI27918,1,SI2740,299.0,28-01-2009,AI566420,M,AOI100210,29.0
4385,CI27919,1,SI2740,582.0,29-01-2009,AI566421,M,AOI101426,29.0
4386,CI27920,1,SI2740,2053.0,30-01-2009,AI566422,M,AOI100086,225.0
4387,CI27921,1,SI2740,1250.0,02-02-2009,AI566423,M,AOI100086,81.0
4388,CI27922,1,SI2740,588.0,03-02-2009,AI564649,M,AOI100281,41.0
4389,CI27923,1,SI2740,453.0,04-02-2009,AI566424,M,AOI100306,127.0
4390,CI27924,1,SI2740,911.0,06-02-2009,AI565402,M,AOI101023,48.0
4391,CI27925,1,SI2696,61.0,03-11-2003,AI566419,M,AOI100201,224.0
4392,CI27926,1,SI2740,670.0,26-01-2009,AI566425,M,AOI100086,225.0
4393,CI27927,1,SI2740,1309.0,26-01-2009,AI566426,M,AOI101427,35.0
4394,CI27928,1,SI2740,1358.0,28-01-2009,AI566427,M,AOI100086,225.0
4395,CI27929,1,SI2696,43.0,05-11-2003,AI566419,M,AOI100201,224.0
4396,CI27930,1,SI2740,209.0,28-01-2009,AI566428,M,AOI100086,225.0
4397,CI27931,1,SI2740,170.0,29-01-2009,AI566429,M,AOI100210,225.0
4398,CI27932,1,SI2740,412.0,30-01-2009,AI563781,M,AOI100147,45.0
4399,CI27933,1,SI2740,572.0,02-02-2009,AI566430,F,AOI101428,225.0
4400,CI27934,1,SI2740,197.0,02-02-2009,AI566431,M,AOI100080,225.0
4401,CI27935,1,SI2696,56.0,19-11-2003,AI566419,M,AOI100201,224.0
4403,CI27937,1,SI2696,620.0,26-11-2003,AI566419,M,AOI100201,224.0
4404,CI27938,1,SI2696,487.0,01-12-2003,AI566419,M,AOI100201,224.0
4406,CI27940,1,SI2696,137.0,08-12-2003,AI566419,M,AOI100201,224.0
4407,CI27941,1,SI2696,159.0,10-12-2003,AI566419,M,AOI100201,224.0
4408,CI27942,1,SI2725,64.0,04-12-2008,AI566432,M,AOI101429,151.0
4409,CI27943,1,SI2725,155.0,04-12-2008,AI566433,M,AOI100250,151.0
4410,CI27944,1,SI2725,101.0,04-12-2008,AI566434,M,AOI100110,151.0
4411,CI27945,1,SI2725,127.0,04-12-2008,AI566435,M,AOI101430,151.0
4412,CI27946,1,SI2725,78.0,04-12-2008,AI566436,F,AOI101429,151.0
4413,CI27947,1,SI2725,119.0,04-12-2008,AI566437,M,AOI101431,151.0
4414,CI27948,1,SI2725,58.0,05-12-2008,AI566438,M,AOI101429,151.0
4416,CI27950,1,SI2725,36.0,05-12-2008,AI566432,M,AOI101429,151.0
4417,CI27951,1,SI2725,72.0,05-12-2008,AI566440,M,AOI101433,151.0
4418,CI27952,1,SI2725,94.0,06-12-2008,AI566441,F,AOI101434,151.0
4419,CI27953,1,SI2725,101.0,06-12-2008,AI566442,F,AOI101433,151.0
4420,CI27954,1,SI2725,73.0,06-12-2008,AI566443,F,AOI101429,151.0
4422,CI27956,1,SI2725,552.0,06-12-2008,AI566445,M,AOI101436,98.0
4423,CI27957,1,SI2751,741.0,03-03-2008,AI566446,M,AOI100201,69.0
4424,CI27958,1,SI2751,327.0,10-03-2008,AI566446,M,AOI100201,69.0
4425,CI27959,1,SI2751,263.0,17-03-2008,AI566447,M,AOI100201,69.0
4426,CI27960,1,SI2751,418.0,24-03-2008,AI566446,M,AOI100201,69.0
4427,CI27961,1,SI2751,124.0,31-03-2008,AI566446,M,AOI100201,69.0
4428,CI27962,1,SI2751,460.0,07-04-2008,AI566448,M,AOI100201,69.0
4429,CI27963,1,SI2751,115.0,14-04-2008,AI566448,M,AOI100201,69.0
4430,CI27964,1,SI2751,146.0,21-04-2008,AI566448,M,AOI100201,69.0
4431,CI27965,1,SI2751,333.0,28-04-2008,AI566448,M,AOI100201,69.0
4432,CI27966,1,SI2751,187.0,28-04-2008,AI566448,M,AOI100201,69.0
4433,CI27967,1,SI2751,60.0,28-04-2008,AI566448,M,AOI100201,69.0
4434,CI27968,1,SI2751,43.0,28-04-2008,AI566448,M,AOI100201,69.0
4435,CI27969,1,SI2751,281.0,28-04-2008,AI566448,M,AOI100201,69.0
4436,CI27970,1,SI2751,65.0,28-04-2008,AI566446,M,AOI100201,69.0
4437,CI27971,1,SI2751,100.0,28-04-2008,AI566446,M,AOI100201,69.0
4438,CI27972,1,SI2751,55.0,28-04-2008,AI566446,M,AOI100201,69.0
4439,CI27973,1,SI2751,63.0,28-04-2008,AI566446,M,AOI100201,69.0
4440,CI27974,1,SI2751,62.0,28-04-2008,AI566448,M,AOI100201,69.0
4441,CI27975,1,SI2751,358.0,28-04-2008,AI566446,M,AOI100201,69.0
4442,CI27976,1,SI2751,61.0,28-04-2008,AI566446,M,AOI100201,69.0
4443,CI27977,1,SI2751,54.0,28-04-2008,AI566448,M,AOI100201,69.0
4444,CI27978,1,SI2751,90.0,28-04-2008,AI566448,M,AOI100201,69.0
4445,CI27979,1,SI2751,76.0,28-04-2008,AI566446,M,AOI100201,69.0
4446,CI27980,1,SI2751,378.0,28-04-2008,AI566448,M,AOI100201,69.0
4447,CI27981,1,SI2751,133.0,28-04-2008,AI566448,M,AOI100201,69.0
4448,CI27982,1,SI2751,85.0,28-04-2008,AI566446,M,AOI100201,69.0
4449,CI27983,1,SI2751,118.0,28-04-2008,AI566448,M,AOI100201,69.0
4450,CI27984,1,SI2751,19.0,28-04-2008,AI566448,M,AOI100201,69.0
4451,CI27985,1,SI2751,24.0,28-04-2008,AI566448,M,AOI100201,69.0
4452,CI27986,1,SI2751,245.0,28-04-2008,AI566448,M,AOI100201,69.0
4453,CI27987,1,SI2751,61.0,28-04-2008,AI566446,M,AOI100201,69.0
4454,CI27988,1,SI2751,40.0,28-04-2008,AI566446,M,AOI100201,69.0
4455,CI27989,1,SI2751,28.0,28-04-2008,AI566446,M,AOI100201,69.0
4456,CI27990,1,SI2751,35.0,28-04-2008,AI566446,M,AOI100201,69.0
4457,CI27991,1,SI2751,166.0,28-04-2008,AI566446,M,AOI100201,69.0
4458,CI27992,1,SI2751,36.0,28-04-2008,AI566446,M,AOI100201,69.0
4459,CI27993,1,SI2749,355.0,12-02-2009,AI566449,M,AOI100902,190.0
4460,CI27994,1,SI2749,40.0,12-02-2009,AI566450,M,AOI100902,
4461,CI27995,1,SI2749,77.0,12-02-2009,AI566451,F,AOI100308,
4462,CI27996,1,SI2749,72.0,12-02-2009,AI566452,M,AOI100113,
4463,CI27997,1,SI2749,57.0,12-02-2009,AI566453,F,AOI100113,
4464,CI27998,1,SI2749,59.0,12-02-2009,AI565309,M,AOI100986,
4465,CI27999,1,SI2748,54.0,09-02-2009,AI566454,F,AOI101437,
4466,CI28000,1,SI2748,96.0,09-02-2009,AI564244,M,AOI100403,
4467,CI28001,1,SI2709,478.0,21-12-2007,AI566455,,,98.0
4468,CI28002,1,SI2753,229.0,01-09-2008,AI566456,M,AOI100063,29.0
4469,CI28003,1,SI2753,78.0,01-09-2008,AI564143,M,AOI100339,39.0
4470,CI28004,1,SI2753,73.0,02-09-2008,AI566203,M,AOI100433,39.0
4471,CI28005,1,SI2753,83.0,02-09-2008,AI566457,M,AOI101438,54.0
4472,CI28006,1,SI2753,107.0,03-09-2008,AI566458,M,AOI100339,134.0
4473,CI28007,1,SI2753,70.0,04-09-2008,AI566459,M,AOI101439,39.0
4474,CI28008,1,SI2753,112.0,04-09-2008,AI566460,M,AOI100174,145.0
4475,CI28009,1,SI2753,21.0,04-09-2008,AI566461,M,AOI101440,39.0
4476,CI28010,1,SI2753,50.0,04-09-2008,AI566460,M,AOI100174,39.0
4477,CI28011,1,SI2753,66.0,05-09-2008,AI566201,F,AOI101369,39.0
4478,CI28012,1,SI2753,88.0,05-09-2008,AI565714,M,AOI100068,190.0
4479,CI28013,2,SI2752,118.0,01-07-2008,AI564515,M,AOI100505,165.0
4480,CI28014,2,SI2752,61.0,01-07-2008,AI566462,F,AOI100026,165.0
4481,CI28015,2,SI2752,22.0,02-07-2008,AI566463,F,AOI101441,165.0
4482,CI28016,2,SI2752,130.0,03-07-2008,AI566464,M,AOI101442,165.0
4483,CI28017,2,SI2752,31.0,03-07-2008,AI566465,M,AOI101443,165.0
4484,CI28018,2,SI2752,34.0,04-07-2008,AI566466,F,AOI101444,165.0
4485,CI28019,2,SI2752,52.0,08-07-2008,AI566467,F,AOI100026,165.0
4486,CI28020,2,SI2752,99.0,09-07-2008,AI564525,F,AOI100550,165.0
4487,CI28021,2,SI2752,110.0,10-07-2008,AI566468,M,AOI100550,165.0
4488,CI28022,2,SI2752,101.0,11-07-2008,AI566469,F,AOI100253,165.0
4489,CI28023,2,SI2752,128.0,11-07-2008,AI566470,F,AOI101445,165.0
4490,CI28024,2,SI2710,48.0,10-02-2009,AI565400,M,AOI101022,23.0
4491,CI28025,2,SI2758,842.0,18-03-2009,AI566471,F,AOI101376,162.0
4492,CI28026,1,SI2709,190.0,03-10-2008,AI565914,M,,151.0
4493,CI28027,1,SI2698,74.0,12-11-2008,AI566472,M,AOI101446,70.0
4494,CI28028,1,SI2756,186.0,02-03-2009,AI566473,M,AOI101447,150.0
4495,CI28029,1,SI2756,69.0,02-03-2009,AI566473,M,AOI101447,150.0
4496,CI28030,1,SI2756,113.0,02-03-2009,AI566474,M,AOI101447,150.0
4497,CI28031,1,SI2756,243.0,03-03-2009,AI565754,F,AOI100912,150.0
4498,CI28032,1,SI2756,57.0,03-03-2009,AI566475,M,,39.0
4499,CI28033,1,SI2756,66.0,03-03-2009,AI566123,M,AOI100387,39.0
4500,CI28034,1,SI2756,116.0,04-03-2009,AI566476,F,AOI101447,150.0
4501,CI28035,1,SI2756,74.0,04-03-2009,AI566476,F,AOI101447,150.0
4502,CI28036,1,SI2756,30.0,05-03-2009,AI566477,M,AOI100377,150.0
4503,CI28037,1,SI2756,54.0,05-03-2009,AI564209,M,AOI100387,150.0
4504,CI28038,1,SI2756,65.0,06-03-2009,AI566478,M,AOI100046,150.0
4505,CI28039,1,SI2756,61.0,06-03-2009,AI566479,M,AOI100416,150.0
4506,CI28040,1,SI2756,43.0,06-03-2009,AI566480,F,AOI100194,150.0
4507,CI28041,1,SI2740,428.0,05-02-2009,AI566481,M,AOI101448,225.0
4508,CI28042,1,SI2740,902.0,02-02-2009,AI563788,M,AOI100086,37.0
4509,CI28043,1,SI2740,363.0,03-02-2009,AI566482,M,AOI100210,28.0
4510,CI28044,1,SI2740,697.0,04-02-2009,AI566483,M,AOI100210,135.0
4511,CI28045,1,SI2740,426.0,05-02-2009,AI566484,M,AOI101449,135.0
4512,CI28046,1,SI2740,440.0,06-02-2009,AI563781,M,AOI100147,135.0
4513,CI28047,1,SI2606,165.0,06-10-2008,AI565527,F,AOI100173,29.0
4514,CI28048,1,SI2606,222.0,16-02-2009,AI566485,M,AOI100022,81.0
